8.38,67.18
16.76,67.03
25.14,67.18
33.52,67.18
41.9,67.03
50.28,67.18
58.66,67.18
67.04,67.18
75.42,67.18
83.8,67.03
92.18,67.18
100.56,67.18
108.94,67.03
117.32,67.18
125.7,67.18
134.08,67.18
142.46,67.03
150.84,67.18
159.22,67.18
167.6,67.18
175.98,67.47
184.36,67.32
192.74,67.32
201.12,67.47
209.5,67.18
217.88,67.18
226.26,67.18
234.64,67.18
243.02,67.18
251.4,67.18
259.78,67.18
268.16,67.18
276.54,67.18
284.92,67.03
293.3,67.03
301.68,67.03
310.06,67.18
318.44,67.18
326.82,67.03
335.2,67.18
343.58,67.03
351.96,67.18
360.34,67.03
368.72,67.03
377.1,67.18
385.48,67.18
393.86,67.03
402.24,67.18
410.62,67.18
419.0,67.03
427.38,67.03
435.76,67.03
444.14,67.18
452.52,66.74
460.9,66.89
469.28,67.03
477.66,66.89
486.04,66.59
494.42,66.16
502.8,65.72
511.18,64.98
519.56,63.36
527.94,59.76
536.32,58.54
544.7,57.62
553.08,57.16
561.46,55.13
569.84,54.82
578.22,54.66
586.6,54.82
594.98,53.55
603.36,53.07
611.74,54.5
620.12,54.66
628.5,54.19
636.88,53.55
645.26,53.71
653.64,53.23
662.02,53.71
670.4,53.23
678.78,53.71
687.16,52.59
695.54,52.27
703.92,52.11
712.3,51.62
720.68,51.78
729.06,51.14
737.44,51.14
745.82,50.15
754.2,44.92
762.58,39.91
770.96,38.23
779.34,35.93
787.72,33.56
796.1,28.99
804.48,25.67
812.86,21.93
821.24,19.22
829.62,17.68
838.0,16.63
846.38,15.3
854.76,13.92
863.14,13.08
871.52,13.08
879.9,12.52
888.28,11.94
896.66,11.07
905.04,10.78
913.42,9.89
921.8,9.28
930.18,9.28
938.56,8.37
946.94,7.75
955.32,6.48
963.7,5.84
972.08,5.18
980.46,5.18
988.84,3.85
997.22,3.85
1005.6,3.52
1013.98,3.17
1022.36,3.17
1030.74,2.14
1039.12,1.44
1047.5,1.44
1055.88,1.44
1064.26,0.72
1072.64,1.08
1081.02,0.72
1089.4,-1.48
1097.78,-1.86
1106.16,-1.48
1114.54,-1.11
1122.92,-1.48
1131.3,-1.48
1139.68,-1.86
1148.06,-1.86
1156.44,-1.48
1164.82,-1.48
1173.2,-2.24
1181.58,-2.62
1189.96,-2.62
1198.34,-3.01
1206.72,-3.01
1215.1,-2.62
1223.48,-3.4
1231.86,-3.01
1240.24,-3.4
1248.62,-3.79
1257.0,-4.19
1265.38,-4.19
1273.76,-4.19
1282.14,-3.79
1290.52,-4.59
1298.9,16.63
1307.28,25.67
1315.66,38.23
1324.04,45.96
1332.42,48.66
1340.8,49.99
1349.18,50.48
1357.56,50.81
1365.94,52.91
1374.32,54.5
1382.7,55.45
1391.08,60.21
1399.46,63.95
1407.84,66.89
1416.22,68.19
1424.6,69.64
1432.98,70.36
1441.36,72.8
1449.74,72.94
1458.12,73.22
1466.5,73.22
1474.88,74.22
1483.26,75.07
1491.64,75.5
1500.02,88.59
1508.4,90.03
1516.78,91.19
1525.16,97.55
1533.54,99.37
1541.92,99.98
1550.3,99.8
1558.68,100.74
1567.06,100.74
1575.44,101.36
1583.82,101.05
1592.2,91.19
1500.02,88.59
1634.1,78.91
1642.48,72.37
1650.86,69.21
1659.24,68.05
1667.62,68.05
1676.0,67.47
1684.38,66.3
1692.76,66.3
1701.14,66.45
1709.52,66.59
1717.9,66.89
1726.28,67.03
